sistema,uf,competencia,cnes,procedimento,qtd,valor
SIA,RJ,202501,2295415,0206010028,7.0,707.7
SIA,RJ,202501,6220584,0211020036,418.0,2152.7
SIA,RJ,202501,2295415,0206020015,1.0,86.75
SIA,RJ,202501,9582029,0206010028,4.0,404.4
SIA,RJ,202501,2698854,0206030029,2.0,173.5
SIA,RJ,202501,9582029,0206030029,2.0,173.5
SIA,RJ,202501,7166494,0206010052,9.0,780.75
SIA,RJ,202501,9079939,0211020036,200.0,1030.0
SIA,RJ,202501,2273640,0211020036,107.0,551.05
SIA,RJ,202501,2295407,0206020015,1.0,86.75
SIA,RJ,202501,2273411,0206010044,2.0,173.5
SIA,RJ,202501,3784959,0211020036,31.0,159.65
SIA,RJ,202501,5717256,0206030029,6.0,520.5
SIA,RJ,202501,2291274,0211020036,4.0,20.6
SIA,RJ,202501,2273659,0206010036,4.0,347.04
SIA,RJ,202501,4030990,0211020036,64.0,329.6
SIA,RJ,202501,2269481,0206010052,2.0,173.5
SIA,RJ,202501,2269481,0206030029,3.0,260.25
SIA,RJ,202501,6038883,0211020036,636.0,3275.4
SIA,RJ,202501,6932916,0211020036,52.0,267.8
SIA,RJ,202501,2270250,0211020036,40.0,206.0
SIA,RJ,202501,2270714,0211020036,1.0,5.15
SIA,RJ,202501,3348431,0206020015,3.0,260.25
SIA,RJ,202501,9582029,0206010010,3.0,260.28
SIA,RJ,202501,2280167,0206030029,2.0,173.5
SIA,RJ,202501,2270269,0206030037,738.0,102308.94
SIA,RJ,202501,2269821,0206020031,166.0,22644.06
SIA,RJ,202501,9654151,0206030010,794.0,110072.22
SIA,RJ,202501,9654151,0206020031,372.0,50744.52
SIA,RJ,202501,9654151,0206010028,45.0,4549.5
SIA,RJ,202501,2708361,0206010036,7.0,607.32
SIA,RJ,202501,2708361,0206010079,335.0,32642.4
SIA,RJ,202501,9654151,0206010079,951.0,92665.44
SIA,RJ,202501,9654151,0206030037,790.0,109517.7
SIA,RJ,202501,7036884,0211020036,196.0,1009.4
SIA,RJ,202501,6677711,0211020036,91.0,468.65
SIA,RJ,202501,6938124,0211020036,558.0,2873.7
SIA,RJ,202501,6918417,0206030037,575.0,79712.25
SIA,RJ,202501,6918417,0206010028,508.0,51358.8
SIA,RJ,202501,6918417,0206020031,620.0,84574.2
SIA,RJ,202501,6918417,0206010079,473.0,46089.12
SIA,RJ,202501,6918417,0206030010,648.0,89832.24
SIA,RJ,202501,6918417,0206030029,93.0,8067.75
SIA,RJ,202501,6918417,0206010052,139.0,12058.25
SIA,RJ,202501,6918417,0206010010,57.0,4945.32
SIA,RJ,202501,9654151,0206010010,33.0,2863.08
SIA,RJ,202501,5476607,0206010028,72.0,7279.2
SIA,RJ,202501,6512925,0211020036,352.0,1812.8
SIA,RJ,202501,2270269,0206010079,1145.0,111568.8
SIA,RJ,202501,2269384,0206030037,214.0,29666.82
SIA,RJ,202501,2708353,0206010079,34.0,3312.96
SIA,RJ,202501,2273462,0206030010,102.0,14140.26
SIA,RJ,202501,9654151,0206010044,69.0,5985.75
SIA,RJ,202501,9654151,0206010036,18.0,1561.68
SIA,RJ,202501,5476607,0206010079,67.0,6528.48
SIA,RJ,202501,5476607,0206020023,39.0,3383.25
SIA,RJ,202501,6918417,0206010060,28.0,2728.32
SIA,RJ,202501,6918417,0206020023,44.0,3817.0
SIA,RJ,202501,2295210,0206020031,5.0,682.05
SIA,RJ,202501,9654151,0206010052,11.0,954.25
SIA,RJ,202501,2270269,0206020031,530.0,72297.3
SIA,RJ,202501,2269821,0206030037,181.0,25092.03
SIA,RJ,202501,2270269,0206010028,235.0,23758.5
SIA,RJ,202501,2269384,0211020036,201.0,1035.15
SIA,RJ,202501,9582029,0206010052,1.0,86.75
SIA,RJ,202501,2270269,0206020023,321.0,27846.75
SIA,RJ,202501,2269821,0206030010,185.0,25646.55
SIA,RJ,202501,2708361,0206010028,31.0,3134.1
SIA,RJ,202501,5476607,0206010044,25.0,2168.75
SIA,RJ,202501,6664075,0211020036,102.0,525.3
SIA,RJ,202501,6918417,0206010036,40.0,3470.4
SIA,RJ,202501,2270269,0206030010,655.0,90802.65
SIA,RJ,202501,2269546,0211020036,46.0,236.9
SIA,RJ,202501,2270269,0206010044,275.0,23856.25
SIA,RJ,202501,2269821,0206010079,15.0,1461.6
SIA,RJ,202501,6918417,0206010044,41.0,3556.75
SIA,RJ,202501,5476607,0206030010,89.0,12338.07
SIA,RJ,202501,2269384,0206030010,208.0,28835.04
SIA,RJ,202501,2273411,0211020036,308.0,1586.2
SIA,RJ,202501,9654151,0206020023,20.0,1735.0
SIA,RJ,202501,2270242,0211020036,185.0,952.75
SIA,RJ,202501,2269384,0206020031,118.0,16096.38
SIA,RJ,202501,5476607,0206010010,23.0,1995.48
SIA,RJ,202501,2270269,0206010036,105.0,9109.8
SIA,RJ,202501,2708361,0206010044,13.0,1127.75
SIA,RJ,202501,5476607,0206020031,92.0,12549.72
SIA,RJ,202501,5476607,0206030037,94.0,13031.22
SIA,RJ,202501,3348431,0206010010,3.0,260.28
SIA,RJ,202501,3388794,0206010028,1.0,101.1
SIA,RJ,202501,2270307,0211020036,19.0,97.85
SIA,RJ,202501,5717256,0206020015,2.0,173.5
SIA,RJ,202501,2708353,0206010028,1.0,101.1
SIA,RJ,202501,2273462,0206030037,102.0,14140.26
SIA,RJ,202501,2273462,0206010052,4.0,347.0
SIA,RJ,202501,2273462,0206020031,105.0,14323.05
SIA,RJ,202501,2270269,0206010010,179.0,15530.04
